gene,pval,qval,log2fc,mean,zero_mean,zero_variance,FDR
BMP2K,0.007825393693027856,0.10685849409748664,0.5484261157819094,43.86430470536395,False,False,0.10685849409748664
DIRAS2,0.6432933289838867,0.7946893087320641,0.07382399824732729,36.84382861998023,False,False,0.7946893087320641
KIF21B,0.6058371434771839,0.7682684302486693,0.04070826782891375,31.098686125220322,False,False,0.7682684302486693
VEZT,0.9052098937248174,0.948634949229174,-0.03368760839666661,33.562783683218605,False,False,0.948634949229174
RNF111,0.8220307333720004,0.9036379907071128,-0.00866125754192693,48.89207309629859,False,False,0.9036379907071128
ZCCHC8,0.1093769689410938,0.3175089514146625,0.18330452362560443,47.42955091522961,False,False,0.3175089514146625
DONSON,0.05504087161728649,0.23294173090911527,0.1948559145255088,33.95679511093512,False,False,0.23294173090911527
NSMCE4A,0.051773021863578635,0.22566695489794947,0.1561100323995226,38.50253668064024,False,False,0.22566695489794947
NOTCH1,0.07844568999998841,0.2720166045857919,0.1576843500178509,40.0265743906905,False,False,0.2720166045857919
ALKBH4,0.17293466931756118,0.39670346967305165,0.14302341788373368,33.387450892750806,False,False,0.39670346967305165
BORCS6,0.5693898459625074,0.7418265258304658,0.0649357398202048,29.238461564226846,False,False,0.7418265258304658
CNNM3,0.40451860425691677,0.6141128761540638,0.05482255232105616,54.602306645090984,False,False,0.6141128761540638
ITLN1,0.1281064902838661,0.3416480815396907,0.18365008052759063,34.1689508949838,False,False,0.3416480815396907
DNAJB12,0.5874826975965008,0.7535139576894534,-0.03575940616209707,39.869550844518145,False,False,0.7535139576894534
AGO4,0.05504087161728649,0.23294173090911527,0.25374595153893686,34.442167933394266,False,False,0.23294173090911527
DDX60,0.001713611846689513,0.059824452828860494,0.35127467341288493,40.95988073581602,False,False,0.059824452828860494
CDKN2AIP,0.36125999554501764,0.5777349781823217,0.12006349676426413,37.58484631049923,False,False,0.5777349781823217
TENT5A,0.17293466931756118,0.39670346967305165,0.19476230825825155,40.94363133500262,False,False,0.39670346967305165
KCTD9,0.020585828215956562,0.15597853377553,0.25959624955099064,68.99752854137886,False,False,0.15597853377553
BNC2,0.20875968480124474,0.4366090706315623,0.14649579991411185,32.89811492547756,False,False,0.4366090706315623
CARMIL1,0.40451860425691677,0.6141128761540638,0.07237746966526801,33.122050866848085,False,False,0.6141128761540638
MBTD1,0.24967790631269726,0.47804121487001633,0.09910344078129049,35.278431962176064,False,False,0.47804121487001633
KLHL24,0.9683369183479092,0.9818147843822327,0.03852530940169914,60.597101537192735,False,False,0.9818147843822327
HAUS6,0.5515673446241796,0.7290271146211297,0.0658750376993696,41.10821142429259,False,False,0.7290271146211297
TRIT1,0.5340234431347741,0.7152914266919593,0.050204526527338825,43.09013655127548,False,False,0.7152914266919593
FTSJ3,0.7608823792547115,0.8679247064515089,0.013189750475072468,44.87233064232802,False,False,0.8679247064515089
PPP1R9A,0.8634310507272129,0.926417206819694,-0.0028209219472936134,43.069542396359324,False,False,0.926417206819694
DYM,0.5874826975965008,0.7535139576894534,0.09767728861896527,56.671821687279675,False,False,0.7535139576894534
GIPC2,0.4998018503261805,0.6890056352693577,0.22176804476831474,73.89619892399485,False,False,0.6890056352693577
KLHL28,0.23895815362175832,0.46777853538546277,0.07587717197350269,38.110056621272385,False,False,0.46777853538546277
QPCTL,0.7811202411741249,0.8790869060546703,0.05425663379086066,36.534939091380046,False,False,0.8790869060546703
ZNF280D,0.4195998914812339,0.6257137969114499,0.058178419867756966,53.683246333424634,False,False,0.6257137969114499
TRPM6,0.9262055959936603,0.9599810745390263,-0.07860354052956411,32.926752416098985,False,False,0.9599810745390263
ANKRD10,0.260729211005852,0.4886823937643111,0.14316921317887424,74.08652403296493,False,False,0.4886823937643111
ZCCHC10,0.09288181160903211,0.2946831550414817,0.29528813202048754,58.55003868661275,False,False,0.2946831550414817
VPS50,0.18142780725205976,0.4073979026195221,0.11551304081348264,33.01132597574373,False,False,0.4073979026195221
ERCC6L,0.2958931880403344,0.521420157934315,0.1315205891947628,29.052403008065568,False,False,0.521420157934315
OTUB1,0.051773021863578635,0.22566695489794947,-0.15843915292053598,72.5781705902844,False,False,0.22566695489794947
FERMT1,0.062093452178120574,0.2446582507776331,0.24921499686541482,31.807092992270864,False,False,0.2446582507776331
TRPM7,0.1568457460262335,0.3795105059138745,-0.16751685648315906,46.05463781589415,False,False,0.3795105059138745
GIN1,0.20875968480124474,0.4366090706315623,-0.1879088279793071,32.38751620781131,False,False,0.4366090706315623
MTMR8,0.09288181160903211,0.2946831550414817,0.23625659839068885,25.789970537511316,False,False,0.2946831550414817
NXPE4,0.07406050117984497,0.2649538772874461,0.24946135996247776,33.92295823446134,False,False,0.2649538772874461
ASPN,0.8634310507272129,0.926417206819694,0.020293384927913074,31.90911032513874,False,False,0.926417206819694
BEST2,0.2838351887755598,0.510627369753445,0.13322717810037954,29.528079335282484,False,False,0.510627369753445
BSPRY,0.624443932080426,0.7814206732912298,-0.03285255320907753,43.52981381300019,False,False,0.7814206732912298
MFSD6,0.5515673446241796,0.7290271146211297,0.08922628821108858,35.72586841118044,False,False,0.7290271146211297
MCM9,0.7408068333824819,0.8543473471750226,0.025282168325244908,39.26463373695932,False,False,0.8543473471750226
DEF8,0.12160444190461399,0.3332415563627181,0.1671783348443808,63.02410991017411,False,False,0.3332415563627181
FBXL12,0.04866910562749915,0.22362166909004638,0.219042680781437,40.60273342597775,False,False,0.22362166909004638
ANKRD49,0.04027985378867424,0.2066827883116582,0.2022254775686146,38.43760727673042,False,False,0.2066827883116582
PAQR5,0.20875968480124474,0.4366090706315623,-0.006407655340829107,106.14397895626905,False,False,0.4366090706315623
ASAP3,0.04866910562749915,0.22362166909004638,0.3041374672403024,44.16654810091344,False,False,0.22362166909004638
FAM83E,0.8426765356863225,0.9143285017184087,0.07432182693989108,39.77069138317573,False,False,0.9143285017184087
PGPEP1,0.7811202411741249,0.8790869060546703,-0.018882924886213834,62.7887473687893,False,False,0.8790869060546703
TASP1,0.07406050117984497,0.2649538772874461,0.18593380250226496,46.83190043379621,False,False,0.2649538772874461
SNRK,0.016625625949665067,0.1429479353841323,0.1645991334817495,48.39871485640363,False,False,0.1429479353841323
CC2D1A,0.012393581201533556,0.12912073928602216,0.3006306063517642,41.00502386325743,False,False,0.12912073928602216
LRRFIP2,0.46678061452897934,0.6631481657424527,0.09038852172009493,61.846937226086126,False,False,0.6631481657424527
PPP1R14D,0.8426765356863225,0.9143285017184087,-0.01758827764604926,33.89861995417897,False,False,0.9143285017184087
TMEM214,0.12160444190461399,0.3332415563627181,-0.08381567337736964,58.25822002131764,False,False,0.3332415563627181
TMEM104,0.14191804589421084,0.3592215599426242,0.20196224183474001,32.56800083997773,False,False,0.3592215599426242
QRICH1,0.04292853120249003,0.2119281250906278,0.18587109406750651,53.3821794463367,False,False,0.2119281250906278
THUMPD1,0.9683369183479092,0.9818147843822327,0.02987448402470743,60.47832991437214,False,False,0.9818147843822327
POMGNT1,0.1568457460262335,0.3795105059138745,0.01330695452684752,42.7679927174638,False,False,0.3795105059138745
ZDHHC7,0.260729211005852,0.4886823937643111,0.0501440761218753,53.42987739749071,False,False,0.4886823937643111
DCAF16,0.04292853120249003,0.2119281250906278,0.1925227844738077,53.65945295008217,False,False,0.2119281250906278
ZCCHC2,0.40451860425691677,0.6141128761540638,0.2544806388122399,47.174182519680116,False,False,0.6141128761540638
DPP8,0.8842802463955904,0.9378023384569044,0.02156683873242345,49.46059492157727,False,False,0.9378023384569044
TEX10,0.18142780725205976,0.4073979026195221,0.08470404068168126,36.39015979301638,False,False,0.4073979026195221
ANKHD1,0.40451860425691677,0.6141128761540638,-0.06656437156951639,82.81712043576124,False,False,0.6141128761540638
AMBRA1,0.03315049232647237,0.18775131910520915,0.17937583626640793,45.87560346649914,False,False,0.18775131910520915
RETSAT,0.5515673446241796,0.7290271146211297,0.11782835519698981,68.26355948099275,False,False,0.7290271146211297
SMPD4,0.6432933289838867,0.7946893087320641,0.04058374312696725,52.07464888037704,False,False,0.7946893087320641
UHRF1BP1,0.04866910562749915,0.22362166909004638,0.21911130781216379,38.79198800063715,False,False,0.22362166909004638
NSUN2,0.07406050117984497,0.2649538772874461,0.14222516191521578,47.93198143563619,False,False,0.2649538772874461
ALKBH5,0.6816786816816041,0.8196712143978893,-0.04360096628462129,71.3774131216654,False,False,0.8196712143978893
NCAPG2,0.33409801251245674,0.5539261223582426,0.08658033887693538,38.098456964260194,False,False,0.5539261223582426
PNRC2,0.00011795478369710232,0.020589786441014002,-0.34313580241270886,114.52852500357278,False,False,0.020589786441014002
MTMR10,0.10363888953138498,0.30854873258233567,-0.03896066079732687,77.22661385885098,False,False,0.30854873258233567
RNF43,0.3082893602150767,0.5327615608536065,0.15097636516118879,38.44064293838129,False,False,0.5327615608536065
SLC66A1,0.0037593720598198405,0.07958771306961844,0.3389825413791224,56.20922684087985,False,False,0.07958771306961844
SLC39A4,0.8634310507272129,0.926417206819694,-0.04597254840686226,36.5326779993569,False,False,0.926417206819694
LRRC40,0.9052098937248174,0.948634949229174,0.05551166414513552,40.533987743098564,False,False,0.948634949229174
G2E3,0.020585828215956562,0.15597853377553,0.2819964034306004,43.713596995283915,False,False,0.15597853377553
ELOVL2,0.12160444190461399,0.3332415563627181,0.12672581340290942,33.6311799956531,False,False,0.3332415563627181
PXK,0.5693898459625074,0.7418265258304658,0.023232553633751096,37.021561785442074,False,False,0.7418265258304658
TBC1D22B,0.21850225952615165,0.44653714468879874,0.15470485484640012,46.8091046403094,False,False,0.44653714468879874
CDKAL1,0.6432933289838867,0.7946893087320641,0.020774061867154095,58.344230930979656,False,False,0.7946893087320641
TTC19,0.9262055959936603,0.9599810745390263,0.0029477563040365613,68.05263928669254,False,False,0.9599810745390263
NSD3,0.6058371434771839,0.7682684302486693,0.029777170859846686,64.49310070130883,False,False,0.7682684302486693
CHD7,0.004828035299595256,0.08818670991945807,0.31805204591834335,33.82225650694312,False,False,0.08818670991945807
CYP2W1,1.0480890675335008e-06,0.004848198004143091,-1.3073183487003324,152.0225316489615,False,False,0.004848198004143091
SPDL1,0.06589091634621466,0.2514290833479088,0.28334493494394936,32.171124946780324,False,False,0.2514290833479088
SEMA4C,0.2958931880403344,0.521420157934315,0.13806267575833653,38.06464078949719,False,False,0.521420157934315
FLVCR2,0.05504087161728649,0.23294173090911527,0.19117819977005698,38.42805611214986,False,False,0.23294173090911527
RPP25,0.24967790631269726,0.47804121487001633,0.22913065403414612,49.845550537109375,False,False,0.47804121487001633
BTBD2,0.9683369183479092,0.9818147843822327,0.003541321768795113,54.82805484678687,False,False,0.9818147843822327
YTHDF1,0.7011928886270138,0.8304001547789066,0.032407700821366806,45.686617502352085,False,False,0.8304001547789066
TMEM260,0.36125999554501764,0.5777349781823217,0.03700491778770698,34.937930409501234,False,False,0.5777349781823217
CMTM6,0.36125999554501764,0.5777349781823217,0.05142903785911307,56.21548927121046,False,False,0.5777349781823217
DNAAF5,0.4507351553552438,0.6512026688169029,0.035448438896171684,37.540462493896484,False,False,0.6512026688169029
DUS2,0.012393581201533556,0.12912073928602216,0.3167492311351319,27.973018832323028,False,False,0.12912073928602216
LIME1,0.3082893602150767,0.5327615608536065,-0.23002424201248337,42.25325812363043,False,False,0.5327615608536065
OSGEP,0.027129857009108596,0.1741185377174944,0.15488132443634645,40.54218878397127,False,False,0.1741185377174944
ZSCAN32,0.004088979937147149,0.08286790337024502,0.3033275012749891,39.958494698129044,False,False,0.08286790337024502
UBE2R2,0.017864187568058614,0.1461924204209591,0.2166157687818063,50.61559686428163,False,False,0.1461924204209591
CHCHD3,0.19933583146564782,0.42673966095208626,-0.13033845637286623,80.48412267173208,False,False,0.42673966095208626
IMPAD1,0.624443932080426,0.7814206732912298,0.09261596855420266,46.57500913666516,False,False,0.7814206732912298
RAB20,0.33409801251245674,0.5539261223582426,0.08666671928462423,42.38460624508741,False,False,0.5539261223582426
WRAP73,0.08784975032756397,0.2874927361710145,0.19258266425741338,35.99849468324243,False,False,0.2874927361710145
TRMT10C,0.989443175779737,0.989443175779737,-0.03195110641254034,35.633120839188734,False,False,0.989443175779737
EXD3,0.46678061452897934,0.6631481657424527,0.0872696654947411,33.83234498558975,False,False,0.6631481657424527
RHBDL2,0.09288181160903211,0.2946831550414817,0.27925847254644554,32.40708923339844,False,False,0.2946831550414817
KANSL2,0.32102426893048774,0.5428047197314095,0.04962243485409264,45.93488925840796,False,False,0.5428047197314095
DUSP23,0.13487567747478818,0.35030946944357183,0.3025589886122809,54.58796533724157,False,False,0.35030946944357183
MARCHF5,0.33409801251245674,0.5539261223582426,-0.09072196198680821,52.86980735964891,False,False,0.5539261223582426
ADPRHL2,0.09288181160903211,0.2946831550414817,0.14304482319612982,66.51649289014863,False,False,0.2946831550414817
SOHLH2,0.24967790631269726,0.47804121487001633,0.0985177364250838,34.127628791622996,False,False,0.47804121487001633
SARS2,0.6058371434771839,0.7682684302486693,-0.03948723005159147,38.95788155532465,False,False,0.7682684302486693
HDHD5,0.27211434718582883,0.49994357719982035,0.0208586917424175,38.22445650798518,False,False,0.49994357719982035
RNF125,0.03539649957392386,0.1950972390873736,0.2317625838830428,33.06253772828637,False,False,0.1950972390873736
ABITRAM,0.7608823792547115,0.8679247064515089,-0.03791316710224064,51.748681045160055,False,False,0.8679247064515089
LPCAT2,0.2838351887755598,0.510627369753445,0.14794583401244968,30.053550627173443,False,False,0.510627369753445
MRPL16,0.38976633111321446,0.6013881274672954,-0.15496707124068598,49.28499528838367,False,False,0.6013881274672954
SDHAF2,0.7011928886270138,0.8304001547789066,-0.08133251477322069,30.427949626271317,False,False,0.8304001547789066
SLC48A1,0.33409801251245674,0.5539261223582426,0.12945902356748012,42.20072146159846,False,False,0.5539261223582426
COMMD8,0.8634310507272129,0.926417206819694,0.04564741956745177,45.34048778254811,False,False,0.926417206819694
TMEM127,0.18142780725205976,0.4073979026195221,-0.15829814575009746,62.96952987298732,False,False,0.4073979026195221
C1orf109,0.12160444190461399,0.3332415563627181,0.1794215320659378,38.883247933736655,False,False,0.3332415563627181
PARP16,0.32102426893048774,0.5428047197314095,0.11028285919266977,36.02602870289872,False,False,0.5428047197314095
NLRP2,0.08303990817936754,0.27941215148987775,0.1722072898375192,34.70163028996165,False,False,0.27941215148987775
TXNL4B,0.5693898459625074,0.7418265258304658,0.040743264391120436,43.21784954536252,False,False,0.7418265258304658
TMEM160,0.8634310507272129,0.926417206819694,0.01857744146731063,53.3784236442752,False,False,0.926417206819694
ODAM,0.260729211005852,0.4886823937643111,0.19820676612275026,29.757819850270337,False,False,0.4886823937643111
SSH3,0.19933583146564782,0.42673966095208626,0.16013708575276367,37.99685129305212,False,False,0.42673966095208626
TIPIN,0.019182855565126923,0.1514897040211453,0.3810003160646592,50.86944970851991,False,False,0.1514897040211453
C1orf56,0.13487567747478818,0.35030946944357183,0.19100659569101439,28.111264856850227,False,False,0.35030946944357183
INTS8,0.4998018503261805,0.6890056352693577,0.08157644174487386,41.246621573843605,False,False,0.6890056352693577
TMEM70,0.8842802463955904,0.9378023384569044,0.027228074624732358,51.74075549986304,False,False,0.9378023384569044
HPF1,0.7209062417708142,0.8425827927158976,-0.02508347803686329,37.73192354527915,False,False,0.8425827927158976
TTC12,0.9472528184220939,0.9714026990668959,0.0009183285459273429,40.813821187833454,False,False,0.9714026990668959
TMEM132A,0.08784975032756397,0.2874927361710145,0.16845936991493615,35.31896619098942,False,False,0.2874927361710145
THG1L,0.624443932080426,0.7814206732912298,0.019603534420442725,37.441542648687594,False,False,0.7814206732912298
SLC25A38,0.8634310507272129,0.926417206819694,-0.08936909169812628,46.39458112018865,False,False,0.926417206819694
PLAAT2,0.7011928886270138,0.8304001547789066,-0.0836758208476564,35.80962632342082,False,False,0.8304001547789066
ZNF416,0.07844568999998841,0.2720166045857919,0.17219572604556496,35.02342196208674,False,False,0.2720166045857919
C2orf42,0.7408068333824819,0.8543473471750226,-0.020423842137501327,41.850292019727746,False,False,0.8543473471750226
CLN6,0.0008153075439191784,0.04398144456308035,0.3692321491493456,41.805510916360994,False,False,0.04398144456308035
PINX1,0.5167658751032107,0.7027058857231357,0.06797186423413279,36.64764608987947,False,False,0.7027058857231357
ULK4,0.4998018503261805,0.6890056352693577,0.0738177969992817,37.88429837110566,False,False,0.6890056352693577
CZIB,0.4998018503261805,0.6890056352693577,0.06932570498279199,41.03654228768697,False,False,0.6890056352693577
C1orf159,0.003171543897712784,0.0738151908671442,0.38386821213292316,35.84835824733827,False,False,0.0738151908671442
PRPF40A,0.46678061452897934,0.6631481657424527,0.13961531600785587,55.659395729623185,False,False,0.6631481657424527
GID8,0.5693898459625074,0.7418265258304658,-0.06712262617294273,48.62674703830626,False,False,0.7418265258304658
OXSM,0.17293466931756118,0.39670346967305165,0.144799212025602,44.423333423893624,False,False,0.39670346967305165
HIF1AN,0.4998018503261805,0.6890056352693577,0.04720171841599878,45.17680433319836,False,False,0.6890056352693577
TMCO3,0.08784975032756397,0.2874927361710145,0.1442986184346954,50.79375401938833,False,False,0.2874927361710145
PAK1IP1,0.8015074505848662,0.8909222851238603,-0.0006727334013207578,33.7032329280202,False,False,0.8909222851238603
LAMTOR1,0.9052098937248174,0.948634949229174,-0.0006337588564509811,67.03654089206603,False,False,0.948634949229174
TRMT61B,0.5515673446241796,0.7290271146211297,0.02210840279903635,37.34670397130454,False,False,0.7290271146211297
FAM118A,0.04866910562749915,0.22362166909004638,0.20574872467066002,36.390552985958934,False,False,0.22362166909004638
CDC37L1,0.9262055959936603,0.9599810745390263,-0.03152104046444767,45.58412216930854,False,False,0.9599810745390263
FAM174C,0.6058371434771839,0.7682684302486693,0.045673781916780565,37.44060534965701,False,False,0.7682684302486693
MCUB,0.24967790631269726,0.47804121487001633,0.13049070499185478,41.171042837747706,False,False,0.47804121487001633
STX17,0.1568457460262335,0.3795105059138745,-0.12265782055327527,48.6395319496713,False,False,0.3795105059138745
URGCP,0.11536336176616839,0.3247479511272499,0.16578895652335263,42.3451268265887,False,False,0.3247479511272499
NPLOC4,0.009144974610076875,0.11394576781835179,0.33437573139692833,57.58783238108565,False,False,0.11394576781835179
PRPF39,0.9262055959936603,0.9599810745390263,0.013082324833539887,107.70691420392292,False,False,0.9599810745390263
MARCHF1,0.32102426893048774,0.5428047197314095,0.10851131829288872,32.735208883518126,False,False,0.5428047197314095
C14orf119,0.3082893602150767,0.5327615608536065,-0.044384909502201884,41.545825586086366,False,False,0.5327615608536065
DENND4C,0.3475102112275089,0.5653724996344498,-0.015244826275977879,58.7878899923185,False,False,0.5653724996344498
TTC38,0.6816786816816041,0.8196712143978893,-0.03767969258876959,44.31191421136623,False,False,0.8196712143978893
PHIP,0.13487567747478818,0.35030946944357183,0.12728469779574894,61.52752564593058,False,False,0.35030946944357183
TMEM255A,0.36125999554501764,0.5777349781823217,0.04242853593377755,32.17024026265958,False,False,0.5777349781823217
C17orf80,0.6058371434771839,0.7682684302486693,0.037697453278126694,45.09538008527058,False,False,0.7682684302486693
FBXO34,0.08784975032756397,0.2874927361710145,0.16156421349951644,62.114678638737374,False,False,0.2874927361710145
USP47,0.08784975032756397,0.2874927361710145,0.20934446513835853,47.75208710461128,False,False,0.2874927361710145
FKBP14,0.19022665361389512,0.41673736346411333,0.16424681405529484,30.22802408730111,False,False,0.41673736346411333
MOCOS,0.004828035299595256,0.08818670991945807,0.28359919562885383,34.378994732368284,False,False,0.08818670991945807
CDCA4,0.09814267360006149,0.30149989865879756,0.15701782239584106,34.645366203494184,False,False,0.30149989865879756
TRMT12,0.017864187568058614,0.1461924204209591,0.24427314920151713,40.64521873288038,False,False,0.1461924204209591
EPN3,0.7209062417708142,0.8425827927158976,0.020724978253580332,30.782936375315597,False,False,0.8425827927158976
SLC30A6,0.5874826975965008,0.7535139576894534,-0.09637599074650778,40.486220941310975,False,False,0.7535139576894534
VPS37C,0.023662213507303628,0.16584164262334813,0.22633986081965948,35.402289972072694,False,False,0.16584164262334813
IWS1,0.09814267360006149,0.30149989865879756,0.15006941397269571,38.321873734637,False,False,0.30149989865879756
NRDE2,0.36125999554501764,0.5777349781823217,0.10390589611741553,38.6296584896925,False,False,0.5777349781823217
MRPL20,0.260729211005852,0.4886823937643111,-0.06445215819770794,68.76317615043826,False,False,0.4886823937643111
GPATCH2L,0.0010825046496190838,0.0494557618071652,0.23938139098507424,70.07268365999548,False,False,0.0494557618071652
ATG16L1,0.3475102112275089,0.5653724996344498,0.08766535352072445,42.46121811285251,False,False,0.5653724996344498
ZWILCH,0.027129857009108596,0.1741185377174944,0.19608461196039054,36.577095217821075,False,False,0.1741185377174944
WIPI1,0.5693898459625074,0.7418265258304658,-0.10509205566829592,91.0357576695884,False,False,0.7418265258304658
ZCWPW1,0.37534599548446845,0.5896609742272984,0.09465497984794669,34.11567418168231,False,False,0.5896609742272984
SLC52A1,0.8220307333720004,0.9036379907071128,-0.06814314678398478,28.157202325216154,False,False,0.9036379907071128
SCYL2,0.7011928886270138,0.8304001547789066,0.021652498888713977,58.05414283566358,False,False,0.8304001547789066
PDPR,0.7408068333824819,0.8543473471750226,0.001245011034470099,39.645056003477514,False,False,0.8543473471750226
TMEM248,0.06589091634621466,0.2514290833479088,-0.14839091222723855,67.86338136254287,False,False,0.2514290833479088
C9orf40,0.8220307333720004,0.9036379907071128,0.06104523465827562,36.510978605689075,False,False,0.9036379907071128
RNF31,0.19022665361389512,0.41673736346411333,0.0933672456014995,34.43360072810475,False,False,0.41673736346411333
TMEM45A,0.6623751309779664,0.8074797106657868,0.052647959971337165,32.47813196880061,False,False,0.8074797106657868
FEZF2,0.7811202411741249,0.8790869060546703,0.03987561677366484,35.11149913508717,False,False,0.8790869060546703
TAPBPL,0.023662213507303628,0.16584164262334813,0.20020938986751044,45.72239545496498,False,False,0.16584164262334813
IFT57,0.019182855565126923,0.1514897040211453,-0.16266457050829605,67.14582806098751,False,False,0.1514897040211453
ARGLU1,0.5693898459625074,0.7418265258304658,-0.08102279978397434,89.08682418451076,False,False,0.7418265258304658
KIF26B,0.6058371434771839,0.7682684302486693,0.07688858017494943,26.684100453446547,False,False,0.7682684302486693
SOBP,0.9052098937248174,0.948634949229174,0.02987938435211812,31.251755365511265,False,False,0.948634949229174
RADX,0.06987776117186384,0.25947184727332867,-0.11538900976563662,28.368844753358424,False,False,0.25947184727332867
MED9,0.6432933289838867,0.7946893087320641,0.06676469813630768,35.57009617875262,False,False,0.7946893087320641
TMEM51,0.019182855565126923,0.1514897040211453,0.16663565639082661,62.40325341573576,False,False,0.1514897040211453
YEATS2,0.4195998914812339,0.6257137969114499,0.09997456194560977,49.32437608300185,False,False,0.6257137969114499
WDYHV1,0.03315049232647237,0.18775131910520915,0.2415254077472356,31.433757084171944,False,False,0.18775131910520915
GPATCH1,0.7408068333824819,0.8543473471750226,0.03751182181654005,36.80992526542849,False,False,0.8543473471750226
PACS1,0.015463118729856885,0.13909289541008357,0.18719812865055743,51.32159423828125,False,False,0.13909289541008357
FRMD4A,0.8842802463955904,0.9378023384569044,-0.010196392347607795,36.368837217005286,False,False,0.9378023384569044
SAMD4B,0.027129857009108596,0.1741185377174944,0.2821349253435025,60.60175565393959,False,False,0.1741185377174944
EBLN2,0.7209062417708142,0.8425827927158976,0.08693180362475632,31.99096926247201,False,False,0.8425827927158976
WDR6,0.6623751309779664,0.8074797106657868,0.0464871245446366,72.58231521234279,False,False,0.8074797106657868
LUC7L,0.37534599548446845,0.5896609742272984,0.05957893758283822,69.4150217568002,False,False,0.5896609742272984
WDR70,0.4831380485030482,0.6763640244724144,0.07347009391757502,31.57110358447563,False,False,0.6763640244724144
ATG2B,0.21850225952615165,0.44653714468879874,-0.06498525185897756,49.303923909257094,False,False,0.44653714468879874
KDM4D,0.012393581201533556,0.12912073928602216,0.33405134207383946,28.73458857652617,False,False,0.12912073928602216
SLFN12,0.0037593720598198405,0.07958771306961844,0.2697531680307902,36.46199026340391,False,False,0.07958771306961844
ANO1,0.18142780725205976,0.4073979026195221,0.144273694683477,34.93280680586652,False,False,0.4073979026195221
AGGF1,0.260729211005852,0.4886823937643111,0.360471848837522,51.017827382901814,False,False,0.4886823937643111
RBM22,0.10363888953138498,0.30854873258233567,0.13995951737884,37.70977569207912,False,False,0.30854873258233567
MANSC1,0.5874826975965008,0.7535139576894534,0.045878290446743276,33.281773916104946,False,False,0.7535139576894534
WDR60,0.4831380485030482,0.6763640244724144,0.11217299174177008,42.49399129355825,False,False,0.6763640244724144
VAC14,0.19933583146564782,0.42673966095208626,0.07061307372723827,37.93835030532465,False,False,0.42673966095208626
XKR8,0.012393581201533556,0.12912073928602216,0.21499195457937628,35.65280318841701,False,False,0.12912073928602216
NODAL,0.07844568999998841,0.2720166045857919,0.22422280331493208,30.55738379315632,False,False,0.2720166045857919
TMEM39B,0.624443932080426,0.7814206732912298,-0.06133545181151719,30.04991661630026,False,False,0.7814206732912298
SLC6A15,0.18142780725205976,0.4073979026195221,0.18712245997746652,26.433759921934545,False,False,0.4073979026195221
CRTAC1,0.17293466931756118,0.39670346967305165,0.22178716277456947,33.58961026261492,False,False,0.39670346967305165
IARS2,0.6816786816816041,0.8196712143978893,0.013440479565656508,63.8077734970465,False,False,0.8196712143978893
PRPF38B,0.624443932080426,0.7814206732912298,0.06919174482333365,59.225375384819216,False,False,0.7814206732912298
HELLS,0.4831380485030482,0.6763640244724144,0.02193773753081296,32.94524569627715,False,False,0.6763640244724144
AKIRIN2,0.14923949164251477,0.3695634788358473,-0.07482452284107344,56.64661128346513,False,False,0.3695634788358473
GPN2,0.06589091634621466,0.2514290833479088,0.19980586188920793,33.26936196117866,False,False,0.2514290833479088
MAP7D1,0.1093769689410938,0.3175089514146625,0.19454135471074216,36.412150964504335,False,False,0.3175089514146625
PIWIL2,0.4998018503261805,0.6890056352693577,0.05755192906416973,29.84582682353694,False,False,0.6890056352693577
ARHGEF40,0.24967790631269726,0.47804121487001633,0.12263262941765771,45.14019226446384,False,False,0.47804121487001633
HEATR1,0.4507351553552438,0.6512026688169029,0.044247779346092905,36.970750296988136,False,False,0.6512026688169029
TRIM68,0.11536336176616839,0.3247479511272499,0.18530663602187772,32.86881488707007,False,False,0.3247479511272499
YJU2,0.19933583146564782,0.42673966095208626,0.12867623859635618,43.195328317037436,False,False,0.42673966095208626
ARMC4,0.11536336176616839,0.3247479511272499,0.15263499258313487,34.07179609159144,False,False,0.3247479511272499
RBM28,0.6623751309779664,0.8074797106657868,-0.09204200042605701,36.09183250985494,False,False,0.8074797106657868
SRBD1,0.07406050117984497,0.2649538772874461,0.21477713032660228,29.09393384979992,False,False,0.2649538772874461
ZNF358,0.019182855565126923,0.1514897040211453,0.24954660744165627,72.5306625366211,False,False,0.1514897040211453
CCDC88A,0.07406050117984497,0.2649538772874461,0.23510965333879102,41.53402747177496,False,False,0.2649538772874461
IPO9,0.017864187568058614,0.1461924204209591,0.18506490638781675,47.314582452541444,False,False,0.1461924204209591
FIGN,0.019182855565126923,0.1514897040211453,0.3186054616819031,37.91305290780416,False,False,0.1514897040211453
FAM90A1,0.19933583146564782,0.42673966095208626,0.9616185200169366,86.68808327651605,False,False,0.42673966095208626
NECAP2,0.10363888953138498,0.30854873258233567,0.1648125472252625,47.84731413678425,False,False,0.30854873258233567
ELP3,0.8634310507272129,0.926417206819694,-0.04122734649589314,45.11974604536847,False,False,0.926417206819694
NETO2,0.025344754914614444,0.17009575632394308,0.2164272430378964,29.684939640324288,False,False,0.17009575632394308
WDR74,0.12160444190461399,0.3332415563627181,-0.11017851545236475,38.03546393789896,False,False,0.3332415563627181
KBTBD4,0.46678061452897934,0.6631481657424527,0.061982332909939014,33.16655126432093,False,False,0.6631481657424527
