"cell_Names","genes","db","index"
"B cells","JCHAIN","PanglaoDB","1275"
"B cells","MZB1","PanglaoDB","1276"
"B cells","LY6D","PanglaoDB","1277"
"B cells","H2-DMB2","PanglaoDB","1278"
"B cells","FCMR","PanglaoDB","1279"
"B cells","BANK1","PanglaoDB","1280"
"B cells","EDEM1","PanglaoDB","1281"
"B cells","VPREB3","PanglaoDB","1282"
"B cells","H2-OB","PanglaoDB","1283"
"B cells","POU2AF1","PanglaoDB","1284"
"B cells","CRELD2","PanglaoDB","1285"
"B cells","DERL3","PanglaoDB","1286"
"B cells","SIGLECG","PanglaoDB","1287"
"B cells","RALGPS2","PanglaoDB","1288"
"B cells","FCHSD2","PanglaoDB","1289"
"B cells","POLD4","PanglaoDB","1290"
"B cells","CMAH","PanglaoDB","1291"
"B cells","TNFRSF17","PanglaoDB","1292"
"B cells","HVCN1","PanglaoDB","1293"
"B cells","TRP53INP1","PanglaoDB","1294"
"B cells","FCRLA","PanglaoDB","1295"
"B cells","EDEM2","PanglaoDB","1296"
"B cells","BLNK","PanglaoDB","1297"
"B cells","H2-OA","PanglaoDB","1298"
"B cells","TXNDC11","PanglaoDB","1299"
"B cells","BTLA","PanglaoDB","1300"
"B cells","SMAP2","PanglaoDB","1301"
"B cells","SCD1","PanglaoDB","1302"
"B cells","FAM46C","PanglaoDB","1303"
"B cells","FKBP11","PanglaoDB","1304"
"B cells","SEC61A1","PanglaoDB","1305"
"B cells","SPCS3","PanglaoDB","1306"
"B cells","SPIB","PanglaoDB","1307"
"B cells","EAF2","PanglaoDB","1308"
"B cells","CXCR4","PanglaoDB","1309"
"B cells","BIRC3","PanglaoDB","1310"
"B cells","IGLC2","PanglaoDB","1311"
"B cells","IGLC3","PanglaoDB","1312"
"B cells","IGLC1","PanglaoDB","1313"
"B cells","IL21R","PanglaoDB","1314"
"B cells","IGKC","PanglaoDB","1315"
"B cells","IGLV1","PanglaoDB","1316"
"B cells","VPREB1","PanglaoDB","1317"
"B cells","VPREB2","PanglaoDB","1318"
"B cells","LRMP","PanglaoDB","1319"
"B cells","KLHL6","PanglaoDB","1320"
"B cells","SLAMF6","PanglaoDB","1321"
"B cells","FAM129C","PanglaoDB","1322"
"B cells","BST1","PanglaoDB","1323"
"B cells","MSH5","PanglaoDB","1324"
"B cells","DOK3","PanglaoDB","1325"
"B cells","BACH2","PanglaoDB","1326"
"B cells","FCER2A","PanglaoDB","1327"
"B cells","PXK","PanglaoDB","1328"
"B cells","IGHG1","PanglaoDB","1329"
"B cells","IGHG3","PanglaoDB","1330"
"B cells","IGHG4","PanglaoDB","1331"
"B cells","IGHA","PanglaoDB","1332"
"B cells","CD38","PanglaoDB","1333"
"B cells","PTPRC","PanglaoDB","1334"
"B cells","EBF1","PanglaoDB","1335"
"B cells","BCL11A","PanglaoDB","1336"
"B cells","CCR7","PanglaoDB","1337"
"B cells","CD55","PanglaoDB","1338"
"B cells","CD74","PanglaoDB","1339"
"B cells","CD52","PanglaoDB","1340"
"B cells","TLR9","PanglaoDB","1341"
"B cells memory","CD38","PanglaoDB","1342"
"B cells memory","CD80","PanglaoDB","1343"
"B cells memory","CD84","PanglaoDB","1344"
"B cells memory","CD86","PanglaoDB","1345"
"B cells memory","NT5E","PanglaoDB","1346"
"B cells memory","PAX5","PanglaoDB","1347"
"B cells memory","PTPRC","PanglaoDB","1348"
"B cells memory","SPIB","PanglaoDB","1349"
"B cells memory","ADAM28","PanglaoDB","1350"
"B cells memory","AIM2","PanglaoDB","1351"
"B cells memory","ALOX5","PanglaoDB","1352"
"B cells memory","BACH2","PanglaoDB","1353"
"B cells memory","BANK1","PanglaoDB","1354"
"B cells memory","BLK","PanglaoDB","1355"
"B cells memory","CCR6","PanglaoDB","1356"
"B cells memory","CD180","PanglaoDB","1357"
"B cells memory","CD19","PanglaoDB","1358"
"B cells memory","CD1C","PanglaoDB","1359"
"B cells memory","CD22","PanglaoDB","1360"
"B cells memory","CD27","PanglaoDB","1361"
"B cells memory","CD37","PanglaoDB","1362"
"B cells memory","CD69","PanglaoDB","1363"
"B cells memory","CD72","PanglaoDB","1364"
"B cells memory","CD79A","PanglaoDB","1365"
"B cells memory","CD79B","PanglaoDB","1366"
"B cells memory","CLCA3P","PanglaoDB","1367"
"B cells memory","CR2","PanglaoDB","1368"
"B cells memory","CXCR5","PanglaoDB","1369"
"B cells memory","DENND5B","PanglaoDB","1370"
"B cells memory","FCGR2B","PanglaoDB","1371"
"B cells memory","FCRL2","PanglaoDB","1372"
"B cells memory","FRK","PanglaoDB","1373"
"B cells memory","GNG7","PanglaoDB","1374"
"B cells memory","GPR18","PanglaoDB","1375"
"B cells memory","GUSBP11","PanglaoDB","1376"
"B cells memory","HHEX","PanglaoDB","1377"
"B cells memory","HLA-DOB","PanglaoDB","1378"
"B cells memory","IFNA10","PanglaoDB","1379"
"B cells memory","IGHD","PanglaoDB","1380"
"B cells memory","IGHM","PanglaoDB","1381"
"B cells memory","IGKC","PanglaoDB","1382"
"B cells memory","IGLL3P","PanglaoDB","1383"
"B cells memory","IL7","PanglaoDB","1384"
"B cells memory","IRF8","PanglaoDB","1385"
"B cells memory","LTB","PanglaoDB","1386"
"B cells memory","LY86","PanglaoDB","1387"
"B cells memory","MBL2","PanglaoDB","1388"
"B cells memory","MS4A1","PanglaoDB","1389"
"B cells memory","NMBR","PanglaoDB","1390"
"B cells memory","NPIPB15","PanglaoDB","1391"
"B cells memory","P2RX5","PanglaoDB","1392"
"B cells memory","PNOC","PanglaoDB","1393"
"B cells memory","PTPRCAP","PanglaoDB","1394"
"B cells memory","RALGPS2","PanglaoDB","1395"
"B cells memory","RASGRP2","PanglaoDB","1396"
"B cells memory","SIK1","PanglaoDB","1397"
"B cells memory","SIT1","PanglaoDB","1398"
"B cells memory","SLC12A1","PanglaoDB","1399"
"B cells memory","SP140","PanglaoDB","1400"
"B cells memory","STAP1","PanglaoDB","1401"
"B cells memory","TMEM156","PanglaoDB","1402"
"B cells memory","TNFRSF13B","PanglaoDB","1403"
"B cells memory","TNFRSF17","PanglaoDB","1404"
"B cells memory","TRAF4","PanglaoDB","1405"
"B cells memory","VPREB3","PanglaoDB","1406"
"B cells memory","ZBTB32","PanglaoDB","1407"
"B cells naive","CD19","PanglaoDB","1408"
"B cells naive","CD2","PanglaoDB","1409"
"B cells naive","CD72","PanglaoDB","1410"
"B cells naive","IL2RA","PanglaoDB","1411"
"B cells naive","MME","PanglaoDB","1412"
"B cells naive","ABCB4","PanglaoDB","1413"
"B cells naive","ADAM28","PanglaoDB","1414"
"B cells naive","BACH2","PanglaoDB","1415"
"B cells naive","BANK1","PanglaoDB","1416"
"B cells naive","BCL7A","PanglaoDB","1417"
"B cells naive","BEND5","PanglaoDB","1418"
"B cells naive","BLK","PanglaoDB","1419"
"B cells naive","BRAF","PanglaoDB","1420"
"B cells naive","CD180","PanglaoDB","1421"
"B cells naive","CD1C","PanglaoDB","1422"
"B cells naive","CD22","PanglaoDB","1423"
"B cells naive","CD37","PanglaoDB","1424"
"B cells naive","CD69","PanglaoDB","1425"
"B cells naive","CD79A","PanglaoDB","1426"
"B cells naive","CD79B","PanglaoDB","1427"
"B cells naive","CR2","PanglaoDB","1428"
"B cells naive","CXCR5","PanglaoDB","1429"
"B cells naive","EAF2","PanglaoDB","1430"
"B cells naive","FCER2","PanglaoDB","1431"
"B cells naive","FCGR2B","PanglaoDB","1432"
"B cells naive","FCRL2","PanglaoDB","1433"
"B cells naive","FRK","PanglaoDB","1434"
"B cells naive","GPR18","PanglaoDB","1435"
"B cells naive","GUSBP11","PanglaoDB","1436"
"B cells naive","HHEX","PanglaoDB","1437"
"B cells naive","HLA-DOB","PanglaoDB","1438"
"B cells naive","IGHD","PanglaoDB","1439"
"B cells naive","IGHM","PanglaoDB","1440"
"B cells naive","IGKC","PanglaoDB","1441"
"B cells naive","IGLL3P","PanglaoDB","1442"
"B cells naive","IL4R","PanglaoDB","1443"
"B cells naive","IRF8","PanglaoDB","1444"
"B cells naive","LTB","PanglaoDB","1445"
"B cells naive","LY86","PanglaoDB","1446"
"B cells naive","MEP1A","PanglaoDB","1447"
"B cells naive","MICAL3","PanglaoDB","1448"
"B cells naive","MS4A1","PanglaoDB","1449"
"B cells naive","NMBR","PanglaoDB","1450"
"B cells naive","P2RX5","PanglaoDB","1451"
"B cells naive","P2RY14","PanglaoDB","1452"
"B cells naive","PNOC","PanglaoDB","1453"
"B cells naive","PSG2","PanglaoDB","1454"
"B cells naive","PTPRCAP","PanglaoDB","1455"
"B cells naive","RALGPS2","PanglaoDB","1456"
"B cells naive","RASGRP2","PanglaoDB","1457"
"B cells naive","SELL","PanglaoDB","1458"
"B cells naive","SIK1","PanglaoDB","1459"
"B cells naive","SLC12A1","PanglaoDB","1460"
"B cells naive","SPIB","PanglaoDB","1461"
"B cells naive","STAP1","PanglaoDB","1462"
"B cells naive","TCL1A","PanglaoDB","1463"
"B cells naive","UGT1A8","PanglaoDB","1464"
"B cells naive","VPREB3","PanglaoDB","1465"
"B cells naive","ZNF286A","PanglaoDB","1466"
"B cells naive","TNFSF8","PanglaoDB","1467"
"B cells naive","FOXP1","PanglaoDB","1468"
"B cells naive","MITF","PanglaoDB","1469"
"B cells naive","CD52","PanglaoDB","1470"
"B cells naive","HLA-DQB1","PanglaoDB","1471"
"B cells naive","TNFRSF13C","PanglaoDB","1472"
"B cells naive","LINC00926","PanglaoDB","1473"
"B cells naive","STAG3","PanglaoDB","1474"
"B cells naive","BIRC3","PanglaoDB","1475"
"B cells naive","CD74","PanglaoDB","1476"
"Basal cells","KRT5","PanglaoDB","1477"
"Basal cells","KRT17","PanglaoDB","1478"
"Basal cells","BCL2","PanglaoDB","1479"
"Basal cells","KRT14","PanglaoDB","1480"
"Basal cells","TP63","PanglaoDB","1481"
"Basal cells","CDH3","PanglaoDB","1482"
"Basal cells","KRT6B","PanglaoDB","1483"
"Basal cells","METTL5","PanglaoDB","1484"
"Basal cells","ANXA11","PanglaoDB","1485"
"Basal cells","TMEM14A","PanglaoDB","1486"
"Basal cells","BNIP3","PanglaoDB","1487"
"Basal cells","TYMP","PanglaoDB","1488"
"Basal cells","DPP7","PanglaoDB","1489"
"Basal cells","OPTN","PanglaoDB","1490"
"Basal cells","PLAU","PanglaoDB","1491"
"Basal cells","CAPN1","PanglaoDB","1492"
"Basal cells","BACE2","PanglaoDB","1493"
"Basal cells","CTNNB1","PanglaoDB","1494"
"Basal cells","ILK","PanglaoDB","1495"
"Basal cells","PKP3","PanglaoDB","1496"
"Basal cells","ITGA3","PanglaoDB","1497"
"Basal cells","MT1L","PanglaoDB","1498"
"Basal cells","SRSF4","PanglaoDB","1499"
"Basal cells","RAB38","PanglaoDB","1500"
"Basal cells","ALKBH7","PanglaoDB","1501"
"Basal cells","DNPH1","PanglaoDB","1502"
"Basal cells","KRT23","PanglaoDB","1503"
"Basal cells","SLC16A3","PanglaoDB","1504"
"Basal cells","GYPC","PanglaoDB","1505"
"Basal cells","DUSP23","PanglaoDB","1506"
"Basal cells","RARRES1","PanglaoDB","1507"
"Basal cells","ITGA2","PanglaoDB","1508"
"Basal cells","SLC25A37","PanglaoDB","1509"
"Basal cells","GAPDHP1","PanglaoDB","1510"
"Basal cells","ITGB6","PanglaoDB","1511"
"Basal cells","ITGB4","PanglaoDB","1512"
"Basal cells","SPHK1","PanglaoDB","1513"
"Basal cells","ACTG2","PanglaoDB","1514"
"Basal cells","IRF6","PanglaoDB","1515"
"Basal cells","RAB13","PanglaoDB","1516"
"Basal cells","LAMB3","PanglaoDB","1517"
"Basal cells","ACADVL","PanglaoDB","1518"
"Basal cells","MMP7","PanglaoDB","1519"
"Basal cells","HEBP2","PanglaoDB","1520"
"Basal cells","FBXO32","PanglaoDB","1521"
"Basal cells","MT1E","PanglaoDB","1522"
"Basal cells","MT2P1","PanglaoDB","1523"
"Basal cells","SERINC2","PanglaoDB","1524"
"Basal cells","NNMT","PanglaoDB","1525"
"Basal cells","KRT15","PanglaoDB","1526"
"Basal cells","PLP2","PanglaoDB","1527"
"Basal cells","MT1X","PanglaoDB","1528"
"Basal cells","S100A14","PanglaoDB","1529"
"Basal cells","LAMC2","PanglaoDB","1530"
"Basal cells","BMP7","PanglaoDB","1531"
"Basal cells","MYLK","PanglaoDB","1532"
"Basophils","CD69","PanglaoDB","1533"
"Basophils","IL3RA","PanglaoDB","1534"
"Basophils","CCR3","PanglaoDB","1535"
"Basophils","ENPP3","PanglaoDB","1536"
"Basophils","FCER1A","PanglaoDB","1537"
"Basophils","TLR4","PanglaoDB","1538"
"Basophils","LTC4S","PanglaoDB","1539"
"Basophils","CPA3","PanglaoDB","1540"
"Basophils","ITGAL","PanglaoDB","1541"
"Basophils","ITGAM","PanglaoDB","1542"
"Basophils","ITGAX","PanglaoDB","1543"
"Basophils","IL4R","PanglaoDB","1544"
"Basophils","ITGB7","PanglaoDB","1545"
"Basophils","IL4","PanglaoDB","1546"
"Basophils","MCPT8","PanglaoDB","1547"
"Basophils","PRSS34","PanglaoDB","1548"
"Basophils","MS4A2","PanglaoDB","1549"
"Basophils","MS4A3","PanglaoDB","1550"
"Basophils","HDC","PanglaoDB","1551"
"Basophils","GATA2","PanglaoDB","1552"
"Basophils","CCL3","PanglaoDB","1553"
"Basophils","CD33","PanglaoDB","1554"
"Basophils","CD44","PanglaoDB","1555"
"Basophils","CDH1","PanglaoDB","1556"
"Basophils","HTR1B","PanglaoDB","1557"
"Basophils","IGFBP7","PanglaoDB","1558"
"Basophils","MRGPRA6","PanglaoDB","1559"
"Basophils","DNASE2B","PanglaoDB","1560"
"Basophils","FADS2","PanglaoDB","1561"
"Basophils","GPC4","PanglaoDB","1562"
"Basophils","GRM6","PanglaoDB","1563"
"Basophils","ACSS2","PanglaoDB","1564"
"Basophils","ADORA2B","PanglaoDB","1565"
"Basophils","ALOX8","PanglaoDB","1566"
"Basophils","AQP9","PanglaoDB","1567"
"Basophils","BACE1","PanglaoDB","1568"
"Basophils","BMP4","PanglaoDB","1569"
"Basophils","CABLES1","PanglaoDB","1570"
"Basophils","CCL4","PanglaoDB","1571"
"Basophils","CCL9","PanglaoDB","1572"
"Basophils","CEBPA","PanglaoDB","1573"
"Basophils","DEFB40","PanglaoDB","1574"
"Basophils","E2F8","PanglaoDB","1575"
"Basophils","FADS1","PanglaoDB","1576"
"Basophils","FAR2","PanglaoDB","1577"
"Basophils","FBXO9","PanglaoDB","1578"
"Basophils","GABBR1","PanglaoDB","1579"
"Basophils","GM9895","PanglaoDB","1580"
"Basophils","GPR183","PanglaoDB","1581"
"Basophils","GPR97","PanglaoDB","1582"
"Basophils","HGF","PanglaoDB","1583"
"Basophils","HIST1H1D","PanglaoDB","1584"
"Basophils","HIST1H2AC","PanglaoDB","1585"
"Basophils","IFITM1","PanglaoDB","1586"
"Basophils","INF2","PanglaoDB","1587"
"Basophils","JAZF1","PanglaoDB","1588"
"Basophils","L1CAM","PanglaoDB","1589"
"Basophils","LAMA5","PanglaoDB","1590"
"Basophils","MBOAT1","PanglaoDB","1591"
"Basophils","NFIL3","PanglaoDB","1592"
"Basophils","NPL","PanglaoDB","1593"
"Basophils","NT5C3","PanglaoDB","1594"
"Basophils","OSBPL5","PanglaoDB","1595"
"Basophils","OTUB2","PanglaoDB","1596"
"Basophils","P2RY1","PanglaoDB","1597"
"Basophils","PDK3","PanglaoDB","1598"
"Basophils","PDZD4","PanglaoDB","1599"
"Basophils","PERP","PanglaoDB","1600"
"Basophils","PIGY","PanglaoDB","1601"
"Basophils","PLEKHG5","PanglaoDB","1602"
"Basophils","PLG","PanglaoDB","1603"
"Basophils","RNF39","PanglaoDB","1604"
"Basophils","SLC26A3","PanglaoDB","1605"
"Basophils","SLC26A8","PanglaoDB","1606"
"Basophils","SNCAIP","PanglaoDB","1607"
"Basophils","ST6GALNAC5","PanglaoDB","1608"
"Basophils","SUPT3H","PanglaoDB","1609"
"Basophils","TULP3","PanglaoDB","1610"
"Basophils","TEC","PanglaoDB","1611"
"Basophils","UNC93A","PanglaoDB","1612"
"Basophils","WRN","PanglaoDB","1613"
"Basophils","ID1","PanglaoDB","1614"
"Bergmann glia","GFAP","PanglaoDB","1615"
"Bergmann glia","GDF10","PanglaoDB","1616"
"Bergmann glia","GJB6","PanglaoDB","1617"
"Bergmann glia","GRIA4","PanglaoDB","1618"
"Bergmann glia","GRM3","PanglaoDB","1619"
"Bergmann glia","NTSR2","PanglaoDB","1620"
"Bergmann glia","ITIH3","PanglaoDB","1621"
"Bergmann glia","A2M","PanglaoDB","1622"
"Bergmann glia","PTCH1","PanglaoDB","1623"
"Bergmann glia","CDC42EP4","PanglaoDB","1624"
"Bergmann glia","BTBD17","PanglaoDB","1625"
"Bergmann glia","AQP4","PanglaoDB","1626"
"Bergmann glia","SLC4A4","PanglaoDB","1627"
"Bergmann glia","HOPX","PanglaoDB","1628"
"Bergmann glia","GPR37L1","PanglaoDB","1629"
"Bergmann glia","ACSBG1","PanglaoDB","1630"
"Bergmann glia","ALDH1L1","PanglaoDB","1631"
"Bergmann glia","SLC1A3","PanglaoDB","1632"
"Bergmann glia","SLC1A2","PanglaoDB","1633"
"Bergmann glia","S100B","PanglaoDB","1634"
"Bergmann glia","VIM","PanglaoDB","1635"
"Bergmann glia","FABP7","PanglaoDB","1636"
"Bergmann glia","TTC21B","PanglaoDB","1637"
"Bergmann glia","HEPACAM","PanglaoDB","1638"
"Bergmann glia","ZEB2","PanglaoDB","1639"
"Bergmann glia","UFL1","PanglaoDB","1640"
"Bergmann glia","NRXN3","PanglaoDB","1641"
"Bergmann glia","ATP7A","PanglaoDB","1642"
"Bergmann glia","BICD2","PanglaoDB","1643"
"Bergmann glia","GJA1","PanglaoDB","1644"
"Bergmann glia","METRN","PanglaoDB","1645"
"Bergmann glia","P2RX7","PanglaoDB","1646"
"Bergmann glia","EGFR","PanglaoDB","1647"
"Bergmann glia","GRIA1","PanglaoDB","1648"
"Bergmann glia","P2RY1","PanglaoDB","1649"
"Bergmann glia","GRIN2B","PanglaoDB","1650"
"Bergmann glia","GRIN3A","PanglaoDB","1651"
"Bergmann glia","SEPT4","PanglaoDB","1652"
"Bergmann glia","DAO","PanglaoDB","1653"
"Bergmann glia","ITGB1","PanglaoDB","1654"
"Beta cells","GCGR","PanglaoDB","1655"
"Beta cells","JPH3","PanglaoDB","1656"
"Beta cells","CD40","PanglaoDB","1657"
"Beta cells","HAMP","PanglaoDB","1658"
"Beta cells","EZH1","PanglaoDB","1659"
"Beta cells","NTRK1","PanglaoDB","1660"
"Beta cells","PDX1","PanglaoDB","1661"
"Beta cells","SLC2A2","PanglaoDB","1662"
"Beta cells","NKX6-2","PanglaoDB","1663"
"Beta cells","INS1","PanglaoDB","1664"
"Beta cells","INS2","PanglaoDB","1665"
"Beta cells","FXYD2","PanglaoDB","1666"
"Beta cells","NPY","PanglaoDB","1667"
"Beta cells","INS","PanglaoDB","1668"
"Beta cells","RIMS1","PanglaoDB","1669"
"Beta cells","MAFA","PanglaoDB","1670"
"Beta cells","EFNA5","PanglaoDB","1671"
"Beta cells","LMX1A","PanglaoDB","1672"
"Beta cells","NKX2-2","PanglaoDB","1673"
"Beta cells","NKX6-1","PanglaoDB","1674"
"Beta cells","PAX4","PanglaoDB","1675"
"Beta cells","IAPP","PanglaoDB","1676"
"Beta cells","PCSK2","PanglaoDB","1677"
"Beta cells","G6PC2","PanglaoDB","1678"
"Beta cells","SLC30A8","PanglaoDB","1679"
"Beta cells","ERO1LB","PanglaoDB","1680"
"Beta cells","PCSK1","PanglaoDB","1681"
"Beta cells","GJD2","PanglaoDB","1682"
"Beta cells","SCGN","PanglaoDB","1683"
"Beta cells","IGF2","PanglaoDB","1684"
"Beta cells","SYT13","PanglaoDB","1685"
"Beta cells","FFAR2","PanglaoDB","1686"
"Beta cells","FAM159B","PanglaoDB","1687"
"Beta cells","NPTX2","PanglaoDB","1688"
"Beta cells","PFKFB2","PanglaoDB","1689"
"Beta cells","EDARADD","PanglaoDB","1690"
"Beta cells","HOPX","PanglaoDB","1691"
"Beta cells","SH3GL2","PanglaoDB","1692"
"Beta cells","ADCYAP1","PanglaoDB","1693"
"Beta cells","SCGB2A1","PanglaoDB","1694"
"Beta cells","CASR","PanglaoDB","1695"
"Beta cells","MAFB","PanglaoDB","1696"
"Beta cells","PAX6","PanglaoDB","1697"
"Beta cells","NEUROD1","PanglaoDB","1698"
"Beta cells","ISL1","PanglaoDB","1699"
"Beta cells","TGFBR3","PanglaoDB","1700"
"Beta cells","SMAD9","PanglaoDB","1701"
"Beta cells","SIX3","PanglaoDB","1702"
"Beta cells","SIX2","PanglaoDB","1703"
"Beta cells","BMP5","PanglaoDB","1704"
"Beta cells","PIR","PanglaoDB","1705"
"Beta cells","STXBP5","PanglaoDB","1706"
"Cajal-Retzius cells","RELN","PanglaoDB","1707"
"Cajal-Retzius cells","DIABLO","PanglaoDB","1708"
"Cajal-Retzius cells","ST3GAL5","PanglaoDB","1709"
"Cajal-Retzius cells","ISOC1","PanglaoDB","1710"
"Cajal-Retzius cells","SMOC2","PanglaoDB","1711"
"Cajal-Retzius cells","DYNC1I1","PanglaoDB","1712"
"Cajal-Retzius cells","NHLH2","PanglaoDB","1713"
"Cajal-Retzius cells","CLSTN2","PanglaoDB","1714"
"Cajal-Retzius cells","TMEM163","PanglaoDB","1715"
"Cajal-Retzius cells","CACNA2D2","PanglaoDB","1716"
"Cajal-Retzius cells","CIB2","PanglaoDB","1717"
"Cajal-Retzius cells","LHX1OS","PanglaoDB","1718"
"Cajal-Retzius cells","NDNF","PanglaoDB","1719"
"Cajal-Retzius cells","LINGO1","PanglaoDB","1720"
"Cajal-Retzius cells","LNPK","PanglaoDB","1721"
"Cajal-Retzius cells","RNF138","PanglaoDB","1722"
"Cajal-Retzius cells","TMEM170B","PanglaoDB","1723"
"Cajal-Retzius cells","ABCC5","PanglaoDB","1724"
"Cajal-Retzius cells","CNRIP1","PanglaoDB","1725"
"Cajal-Retzius cells","EBF3","PanglaoDB","1726"
"Cajal-Retzius cells","FUT9","PanglaoDB","1727"
"Cajal-Retzius cells","PABPN1","PanglaoDB","1728"
"Cajal-Retzius cells","GNL3L","PanglaoDB","1729"
"Cajal-Retzius cells","NUDT2","PanglaoDB","1730"
"Cajal-Retzius cells","SLC25A46","PanglaoDB","1731"
"Cajal-Retzius cells","NSMCE3","PanglaoDB","1732"
"Cajal-Retzius cells","DACH1","PanglaoDB","1733"
"Cajal-Retzius cells","FAM69B","PanglaoDB","1734"
"Cajal-Retzius cells","HOMER2","PanglaoDB","1735"
"Cajal-Retzius cells","MAP9","PanglaoDB","1736"
"Cajal-Retzius cells","DNM3","PanglaoDB","1737"
"Cajal-Retzius cells","LZTFL1","PanglaoDB","1738"
"Cajal-Retzius cells","FSD1","PanglaoDB","1739"
"Cajal-Retzius cells","TCEAL1","PanglaoDB","1740"
"Cajal-Retzius cells","RAB11FIP2","PanglaoDB","1741"
"Cajal-Retzius cells","BARHL2","PanglaoDB","1742"
"Cajal-Retzius cells","TRIM44","PanglaoDB","1743"
"Cajal-Retzius cells","SLC17A6","PanglaoDB","1744"
"Cajal-Retzius cells","B3GALT1","PanglaoDB","1745"
"Cajal-Retzius cells","SLITRK5","PanglaoDB","1746"
"Cajal-Retzius cells","ERC2","PanglaoDB","1747"
"Cajal-Retzius cells","NBEA","PanglaoDB","1748"
"Cajal-Retzius cells","SLC25A36","PanglaoDB","1749"
"Cajal-Retzius cells","ZDBF2","PanglaoDB","1750"
"Cajal-Retzius cells","MAPK8","PanglaoDB","1751"
"Cajal-Retzius cells","GDF5","PanglaoDB","1752"
"Cajal-Retzius cells","ACHE","PanglaoDB","1753"
"Cajal-Retzius cells","CCM2","PanglaoDB","1754"
"Cajal-Retzius cells","WRAP73","PanglaoDB","1755"
"Cajal-Retzius cells","FAM65B","PanglaoDB","1756"
"Cajal-Retzius cells","NRG1","PanglaoDB","1757"
"Cajal-Retzius cells","ATP13A2","PanglaoDB","1758"
"Cajal-Retzius cells","CNTNAP2","PanglaoDB","1759"
"Cajal-Retzius cells","PNOC","PanglaoDB","1760"
"Cajal-Retzius cells","LHX1","PanglaoDB","1761"
"Cajal-Retzius cells","LINGO2","PanglaoDB","1762"
"Cajal-Retzius cells","FAT3","PanglaoDB","1763"
"Cajal-Retzius cells","SRGAP3","PanglaoDB","1764"
"Cajal-Retzius cells","CDH4","PanglaoDB","1765"
"Cajal-Retzius cells","FLRT3","PanglaoDB","1766"
"Cajal-Retzius cells","EDIL3","PanglaoDB","1767"
"Cajal-Retzius cells","CAR10","PanglaoDB","1768"
"Cajal-Retzius cells","ZCCHC12","PanglaoDB","1769"
"Cajal-Retzius cells","RALGPS2","PanglaoDB","1770"
"Cajal-Retzius cells","FAM196A","PanglaoDB","1771"
"Cajal-Retzius cells","SMAD1","PanglaoDB","1772"
"Cajal-Retzius cells","TBR1","PanglaoDB","1773"
"Cajal-Retzius cells","KCNH7","PanglaoDB","1774"
"Cajal-Retzius cells","LHX5","PanglaoDB","1775"
"Cajal-Retzius cells","CALB2","PanglaoDB","1776"
"Cajal-Retzius cells","EMX2","PanglaoDB","1777"
"Cajal-Retzius cells","ZIC2","PanglaoDB","1778"
"Cajal-Retzius cells","WNT7B","PanglaoDB","1779"
"Cajal-Retzius cells","AATF","PanglaoDB","1780"
"Cajal-Retzius cells","NANOS1","PanglaoDB","1781"
"Cajal-Retzius cells","TBCK","PanglaoDB","1782"
"Cajal-Retzius cells","RGMB","PanglaoDB","1783"
"Cajal-Retzius cells","DACT1","PanglaoDB","1784"
"Cajal-Retzius cells","TRP73","PanglaoDB","1785"
"Cardiac stem and precursor cells","MYH6","PanglaoDB","1786"
"Cardiac stem and precursor cells","WT1","PanglaoDB","1787"
"Cardiac stem and precursor cells","TBX18","PanglaoDB","1788"
"Cardiac stem and precursor cells","FUT4","PanglaoDB","1789"
"Cardiac stem and precursor cells","KITLG","PanglaoDB","1790"
"Cardiac stem and precursor cells","NKX2-5","PanglaoDB","1791"
"Cardiac stem and precursor cells","ISL1","PanglaoDB","1792"
"Cardiac stem and precursor cells","GATA4","PanglaoDB","1793"
"Cardiac stem and precursor cells","ETV2","PanglaoDB","1794"
"Cardiac stem and precursor cells","KIT","PanglaoDB","1795"
"Cardiac stem and precursor cells","ABCG2","PanglaoDB","1796"
"Cardiac stem and precursor cells","MESP1","PanglaoDB","1797"
"Cardiac stem and precursor cells","BMP4","PanglaoDB","1798"
"Cardiac stem and precursor cells","ADGRL2","PanglaoDB","1799"
"Cardiac stem and precursor cells","TBX3","PanglaoDB","1800"
"Cardiac stem and precursor cells","TBX4","PanglaoDB","1801"
"Cardiac stem and precursor cells","WNT5A","PanglaoDB","1802"
"Cardiac stem and precursor cells","ANKRD1","PanglaoDB","1803"
"Cardiomyocytes","TNNC1","PanglaoDB","1804"
"Cardiomyocytes","ADM","PanglaoDB","1805"
"Cardiomyocytes","ALCAM ","PanglaoDB","1806"
"Cardiomyocytes","NPPA","PanglaoDB","1807"
"Cardiomyocytes","FGF2","PanglaoDB","1808"
"Cardiomyocytes","NPPB","PanglaoDB","1809"
"Cardiomyocytes","TNNI3","PanglaoDB","1810"
"Cardiomyocytes","TNNT2","PanglaoDB","1811"
"Cardiomyocytes","ANKRD1","PanglaoDB","1812"
"Cardiomyocytes","NPPC","PanglaoDB","1813"
"Cardiomyocytes","DES","PanglaoDB","1814"
"Cardiomyocytes","HAND2","PanglaoDB","1815"
"Cardiomyocytes","HAND1","PanglaoDB","1816"
"Cardiomyocytes","GATA4","PanglaoDB","1817"
"Cardiomyocytes","GATA6","PanglaoDB","1818"
"Cardiomyocytes","MYL2","PanglaoDB","1819"
